,지역,일시,발전량,년,월,평균 기온,최저 기온,최저 기온 시각,최고 기온,최고 기온 시각,최대 순간풍속,최대 순간 풍속 풍향,최대 순간풍속 시각,최대 풍속,최대 풍속 풍향,최대 풍속 시각,평균 풍속,풍정합,최다 풍향,평균 이슬점온도,최소 상대습도,평균 상대습도 시각,평균 상대습도,평균 증기압,평균 현지기압,최고 해면 기압,최고 해면기압 시각,최저 해면기압,최저 해면기압 시각,평균 해면기압,가조시간,합계 일조 시간,평균 지면온도,최저 초상온도,일강수량
14,강원도,2020-01-15,1083149.068,2020.0,1.0,-3.3000000000000003,-8.142857142857142,706.7142857142857,2.942857142857143,1403.2142857142858,6.085714285714286,252.14285714285714,1500.0,3.6357142857142857,260.7142857142857,1465.2142857142858,1.3357142857142856,1154.5,202.85714285714286,-12.549999999999999,25.428571428571427,1433.2857142857142,54.17142857142857,2.3642857142857143,1000.5071428571429,1029.507142857143,1217.357142857143,1025.1857142857143,1410.5,1027.7714285714285,9.835714285714287,8.392857142857142,-2.242857142857143,-12.228571428571428,0.0
15,강원도,2020-01-16,992199.87,2020.0,1.0,-2.8785714285714286,-7.964285714285714,581.2142857142857,4.364285714285715,1462.857142857143,4.507142857142857,231.42857142857142,1315.642857142857,2.8000000000000003,205.71428571428572,1080.9285714285713,1.0357142857142858,901.0714285714286,184.28571428571428,-11.921428571428573,23.071428571428573,1390.642857142857,55.114285714285714,2.5142857142857147,999.4142857142857,1029.2357142857143,658.7857142857143,1023.5571428571428,1467.9285714285713,1026.5571428571427,9.864285714285714,7.55,-1.792857142857143,-11.478571428571428,0.0
16,강원도,2020-01-17,707934.9890000001,2020.0,1.0,-1.0857142857142856,-6.778571428571429,583.3571428571429,5.6000000000000005,1440.9285714285713,4.4071428571428575,245.0,1380.357142857143,2.685714285714286,237.85714285714286,1305.7142857142858,0.9857142857142858,855.0714285714286,227.85714285714286,-6.564285714285715,38.57142857142857,1084.2857142857142,69.18571428571428,3.9071428571428575,996.3928571428571,1026.1928571428573,189.0,1020.4785714285715,1590.142857142857,1023.25,9.885714285714286,4.2,-1.0571428571428572,-10.364285714285714,1.1428571428571428
17,강원도,2020-01-18,784808.157,2020.0,1.0,0.32857142857142857,-3.7642857142857147,1152.857142857143,6.457142857142857,1443.142857142857,5.3500000000000005,234.28571428571428,1328.642857142857,3.2642857142857147,245.0,1322.7142857142858,1.0214285714285716,874.6428571428571,215.0,-5.0928571428571425,32.07142857142857,1777.357142857143,70.41428571428571,4.371428571428572,994.157142857143,1022.3785714285714,867.4285714285714,1018.4857142857143,1527.5,1020.7785714285714,9.914285714285715,5.392857142857143,0.5285714285714286,-8.464285714285714,1.9357142857142857
18,강원도,2020-01-19,337142.6010000001,2020.0,1.0,0.11428571428571425,-2.892857142857143,513.6428571428571,3.507142857142857,1470.2142857142858,9.185714285714285,210.71428571428572,1300.5,4.8999999999999995,213.57142857142858,1315.857142857143,1.8142857142857143,1559.9285714285713,201.42857142857142,-5.714285714285714,49.857142857142854,647.7142857142857,67.55,4.114285714285715,991.2928571428572,1020.65,6.214285714285714,1015.0214285714285,1400.4285714285713,1017.8928571428571,9.928571428571429,3.1,-0.4571428571428572,-6.764285714285714,0.21428571428571427
19,강원도,2020-01-20,971272.552,2020.0,1.0,0.4571428571428572,-3.492857142857143,863.1428571428571,4.75,1453.4285714285713,11.085714285714285,250.0,1414.9285714285713,5.871428571428572,245.71428571428572,1463.357142857143,2.457142857142857,2113.5,241.42857142857142,-9.05,26.428571428571427,1434.2142857142858,52.44285714285714,3.142857142857143,994.4785714285715,1026.1928571428573,2357.714285714286,1018.4285714285714,950.6428571428571,1021.1285714285714,9.964285714285714,7.807142857142857,-0.4714285714285714,-8.142857142857142,0.0
20,강원도,2020-01-21,1140797.42,2020.0,1.0,-1.2857142857142858,-7.385714285714286,727.2142857142857,5.292857142857143,1476.0714285714287,5.421428571428571,230.71428571428572,1167.9285714285713,3.307142857142857,195.71428571428572,1026.7857142857142,1.207142857142857,1047.357142857143,175.0,-10.964285714285714,22.571428571428573,1477.2142857142858,51.48571428571428,2.7285714285714286,1002.5714285714286,1032.6642857142856,916.2857142857143,1026.0714285714287,112.85714285714286,1029.607142857143,9.985714285714286,8.507142857142856,-1.0928571428571427,-11.557142857142859,0.0
21,강원도,2020-01-22,310696.997,2020.0,1.0,1.8571428571428572,-1.4142857142857144,444.42857142857144,6.628571428571428,1464.2142857142858,4.535714285714286,255.0,1002.8571428571429,2.857142857142857,242.14285714285714,927.0,0.9357142857142858,818.9285714285714,187.14285714285714,-8.178571428571429,24.5,1116.9285714285713,51.18571428571429,3.414285714285714,999.0785714285714,1028.9642857142858,3.2857142857142856,1023.4,1669.0714285714287,1025.6714285714286,10.014285714285714,1.0928571428571427,0.2714285714285714,-4.8,0.0
22,강원도,2020-01-23,998213.917,2020.0,1.0,3.35,-1.6714285714285713,851.1428571428571,11.12142857142857,1432.857142857143,4.5928571428571425,177.14285714285714,1458.9285714285713,2.692857142857143,202.85714285714286,1231.7142857142858,0.9,782.7142857142857,172.14285714285714,-3.642857142857143,34.42857142857143,1528.0714285714287,63.300000000000004,4.742857142857143,997.3928571428571,1026.7214285714285,2332.9285714285716,1020.6642857142857,1433.7142857142858,1023.7785714285716,10.035714285714286,7.814285714285715,1.9142857142857144,-6.2,0.0
23,강원도,2020-01-24,770379.932,2020.0,1.0,1.75,-3.0928571428571425,756.8571428571429,7.892857142857143,1132.0,5.492857142857143,170.0,1273.0714285714287,3.207142857142857,178.57142857142858,1250.642857142857,1.0,862.6428571428571,196.42857142857142,-2.257142857142857,44.07142857142857,937.0,77.68571428571428,5.314285714285715,1004.1357142857142,1032.95,1379.7857142857142,1026.5785714285714,10.0,1030.9142857142856,10.064285714285715,5.007142857142857,0.942857142857143,-8.207142857142857,2.585714285714286
24,강원도,2020-01-25,561486.325,2020.0,1.0,2.8071428571428574,-1.092857142857143,555.1428571428571,8.378571428571428,1369.5714285714287,4.335714285714286,195.71428571428572,1318.2857142857142,2.7357142857142853,192.85714285714286,1230.5714285714287,0.8642857142857142,745.7142857142857,213.57142857142858,-0.17857142857142858,56.785714285714285,1418.0,82.12857142857142,6.085714285714286,1003.6142857142858,1032.5428571428572,295.7142857142857,1027.6785714285713,1558.5714285714287,1030.1928571428573,10.092857142857142,3.185714285714286,2.042857142857143,-5.214285714285714,0.0071428571428571435
25,강원도,2020-01-26,711820.151,2020.0,1.0,3.457142857142857,-1.092857142857143,476.7142857142857,8.221428571428572,1393.5714285714287,8.421428571428573,102.14285714285714,1880.642857142857,4.6571428571428575,117.14285714285714,1714.5714285714287,1.842857142857143,1587.142857142857,97.14285714285714,-0.7142857142857143,54.857142857142854,1699.9285714285713,76.77142857142857,5.8500000000000005,1002.6285714285714,1031.2357142857143,1109.0714285714287,1027.3428571428572,1190.0714285714287,1029.2,10.114285714285714,3.7357142857142853,2.0714285714285716,-5.428571428571429,2.107142857142857
26,강원도,2020-01-27,141944.865,2020.0,1.0,4.935714285714285,3.6785714285714284,631.9285714285714,6.035714285714286,1428.857142857143,10.37142857142857,94.28571428571429,1446.5714285714287,5.678571428571429,87.85714285714286,1496.5714285714287,3.435714285714286,2960.3571428571427,85.71428571428571,-0.9,56.0,948.2142857142857,67.63571428571429,5.785714285714286,996.4,1028.6571428571428,39.857142857142854,1019.5571428571428,1922.142857142857,1022.6785714285714,10.142857142857142,0.0,2.2142857142857144,1.5571428571428572,5.107142857142857
27,강원도,2020-01-28,443584.403,2020.0,1.0,5.078571428571428,1.4428571428571428,2036.5714285714287,8.114285714285714,1285.5,9.9,56.42857142857143,766.7857142857143,5.485714285714286,126.42857142857143,929.0714285714286,2.7785714285714285,2409.5714285714284,135.0,0.007142857142857133,55.285714285714285,1546.4285714285713,71.56428571428572,6.178571428571429,993.0785714285714,1020.342857142857,1086.4285714285713,1017.9785714285715,1324.642857142857,1019.2642857142856,10.192857142857141,1.6214285714285717,3.35,-1.8857142857142857,4.192857142857143
28,강원도,2020-01-29,528975.6900000001,2020.0,1.0,3.085714285714286,-0.3642857142857143,783.6428571428571,7.564285714285715,1339.7857142857142,6.821428571428571,162.85714285714286,1445.2857142857142,4.185714285714285,170.71428571428572,1532.2142857142858,1.55,1348.9285714285713,143.57142857142858,-1.5357142857142858,49.0,1404.0,73.7,5.5,990.6214285714286,1019.8000000000001,23.785714285714285,1014.907142857143,1476.7857142857142,1016.8928571428571,10.207142857142856,2.507142857142857,2.2857142857142856,-3.3642857142857143,0.2285714285714286
29,강원도,2020-01-30,475178.81100000005,2020.0,1.0,1.9214285714285713,-1.4000000000000001,1596.4285714285713,6.442857142857143,929.2857142857143,7.492857142857143,129.28571428571428,1123.0,4.492857142857143,115.0,1184.0,1.6071428571428572,1393.9285714285713,107.85714285714286,-1.407142857142857,54.07142857142857,927.8571428571429,80.36428571428571,5.557142857142857,990.9785714285715,1018.3571428571429,2327.5,1013.8785714285714,1009.2857142857143,1016.0214285714285,10.242857142857144,2.5142857142857147,1.8285714285714287,-3.942857142857143,4.014285714285714
30,강원도,2020-01-31,768314.652,2020.0,1.0,1.7,-2.1999999999999997,1005.2857142857143,7.078571428571428,1413.357142857143,5.457142857142857,182.14285714285714,1467.0,3.314285714285714,185.71428571428572,1372.142857142857,1.0642857142857143,919.8571428571429,198.57142857142858,-2.6,45.214285714285715,1340.7142857142858,75.22142857142856,5.1000000000000005,993.1357142857142,1022.0071428571429,2202.285714285714,1017.5857142857143,647.0,1019.65,10.278571428571428,6.228571428571429,2.0714285714285716,-4.621428571428572,0.03571428571428571
31,강원도,2020-02-01,854110.252,2020.0,2.0,1.2285714285714284,-3.007142857142857,613.1428571428571,6.207142857142857,1445.0,7.521428571428571,238.57142857142858,1454.142857142857,4.35,239.28571428571428,1492.0,1.4928571428571427,1288.0,205.71428571428572,-4.55,44.0,1412.2857142857142,68.09285714285714,4.385714285714285,996.8214285714286,1025.3142857142857,2046.9285714285713,1021.5,549.9285714285714,1023.4714285714286,10.3,6.828571428571428,1.3928571428571428,-6.664285714285714,0.0
32,강원도,2020-02-02,779264.5059999999,2020.0,2.0,1.1,-3.6714285714285713,450.2857142857143,6.328571428571428,1403.2142857142858,7.328571428571428,266.42857142857144,1977.7857142857142,4.35,222.85714285714286,1826.9285714285713,1.3785714285714286,1177.2857142857142,221.42857142857142,-6.171428571428572,32.07142857142857,1452.357142857143,62.128571428571426,3.907142857142857,997.9499999999999,1027.4,860.5,1022.2857142857143,1782.142857142857,1024.642857142857,10.335714285714287,6.435714285714285,1.2142857142857142,-6.8428571428571425,0.0
33,강원도,2020-02-03,1269468.625,2020.0,2.0,0.14999999999999997,-3.957142857142857,2234.9285714285716,4.021428571428571,1448.2142857142858,10.514285714285714,251.42857142857142,1026.7142857142858,5.785714285714286,249.28571428571428,1017.0,2.6214285714285714,2270.3571428571427,240.71428571428572,-11.85,21.357142857142858,1465.7857142857142,43.00714285714286,2.5714285714285716,998.4571428571428,1028.6357142857144,2348.714285714286,1022.6428571428571,332.92857142857144,1025.2714285714285,10.385714285714286,8.664285714285715,1.3142857142857143,-7.6000000000000005,0.0
34,강원도,2020-02-04,1111483.112,2020.0,2.0,-1.3928571428571428,-7.978571428571429,670.8571428571429,4.2,1465.357142857143,9.835714285714285,237.14285714285714,1830.7142857142858,5.392857142857143,235.71428571428572,1716.2142857142858,2.042857142857143,1755.857142857143,220.71428571428572,-10.049999999999999,31.785714285714285,1051.9285714285713,55.68571428571429,3.0,998.1785714285714,1029.757142857143,746.3571428571429,1021.4499999999999,1829.2142857142858,1025.1928571428573,10.4,8.157142857142857,0.10000000000000002,-9.921428571428573,0.32857142857142857
35,강원도,2020-02-05,1117988.245,2020.0,2.0,-6.178571428571429,-10.385714285714286,1434.2857142857142,-0.6571428571428573,330.7142857142857,10.414285714285715,242.14285714285714,428.92857142857144,5.557142857142857,235.0,617.6428571428571,2.278571428571429,1959.857142857143,227.14285714285714,-18.407142857142855,21.071428571428573,1382.2857142857142,39.82142857142857,1.4928571428571427,1002.0357142857143,1033.9357142857143,2342.8571428571427,1022.9285714285714,11.357142857142858,1029.607142857143,10.435714285714285,9.042857142857143,-0.3,-11.464285714285714,0.0
36,강원도,2020-02-06,1202152.2550000001,2020.0,2.0,-6.314285714285715,-13.007142857142856,651.0,0.9785714285714285,1491.4285714285713,5.635714285714286,205.0,1366.2857142857142,3.4214285714285713,211.42857142857142,1413.642857142857,1.1857142857142857,1021.1428571428571,197.85714285714286,-13.214285714285714,32.57142857142857,1161.7142857142858,61.15,2.357142857142857,1006.0357142857143,1036.8214285714287,893.9285714285714,1030.8714285714286,1842.142857142857,1033.7928571428572,10.485714285714286,8.328571428571427,-1.5142857142857142,-12.964285714285714,0.028571428571428574
37,강원도,2020-02-07,1013014.474,2020.0,2.0,-1.95,-8.514285714285714,254.07142857142858,3.4,1423.142857142857,9.02142857142857,241.42857142857142,1422.0,5.085714285714286,224.28571428571428,1342.4285714285713,1.8357142857142856,1587.2857142857142,216.42857142857142,-11.592857142857143,24.5,1017.3571428571429,51.25,2.607142857142857,1000.6071428571429,1031.9857142857143,84.28571428571429,1024.7642857142857,1560.642857142857,1027.6714285714286,10.5,6.8,-0.5571428571428572,-10.785714285714286,0.0
38,강원도,2020-02-08,1221746.295,2020.0,2.0,-0.6214285714285713,-4.507142857142857,1969.142857142857,3.8714285714285714,1444.2857142857142,8.578571428571427,268.57142857142856,1143.5714285714287,5.085714285714286,232.85714285714286,1349.142857142857,1.95,1677.2142857142858,244.28571428571428,-8.135714285714286,32.785714285714285,1432.5714285714287,59.478571428571435,3.3857142857142857,999.2071428571428,1028.75,2342.4285714285716,1023.4785714285715,1279.857142857143,1026.1,10.542857142857143,8.807142857142857,0.7142857142857143,-8.071428571428571,1.4714285714285715
39,강원도,2020-02-09,1311053.935,2020.0,2.0,-1.3285714285714287,-8.25,698.5714285714286,4.385714285714285,1479.0,9.078571428571427,252.14285714285714,1730.857142857143,5.2,222.14285714285714,1718.7142857142858,1.8285714285714287,1584.7142857142858,215.0,-9.857142857142858,24.928571428571427,1547.5,56.99285714285714,2.9714285714285715,997.4,1029.2857142857142,223.0,1020.4928571428571,1869.0714285714287,1024.3785714285714,10.592857142857142,8.385714285714284,0.22142857142857147,-9.678571428571429,0.0071428571428571435
40,강원도,2020-02-10,1270260.696,2020.0,2.0,1.9857142857142858,-3.2357142857142853,1544.5714285714287,8.357142857142858,1487.357142857143,8.592857142857143,266.42857142857144,911.0714285714286,4.6571428571428575,285.0,967.7142857142857,1.4928571428571427,1289.857142857143,211.42857142857142,-6.207142857142857,29.214285714285715,1418.357142857143,57.778571428571425,3.8714285714285714,997.0857142857143,1028.5928571428572,2354.9285714285716,1020.4357142857143,467.57142857142856,1023.6571428571427,10.607142857142858,8.692857142857143,1.707142857142857,-7.142857142857143,0.0
41,강원도,2020-02-11,1329693.022,2020.0,2.0,3.742857142857143,-4.878571428571428,547.2857142857143,13.12142857142857,1526.7142857142858,5.6499999999999995,214.28571428571428,1614.7142857142858,3.4142857142857146,222.14285714285714,1439.5,1.1071428571428572,969.0714285714286,186.42857142857142,-6.05,22.142857142857142,1473.2142857142858,53.871428571428574,3.9857142857142853,1001.0,1031.15,819.3571428571429,1024.4785714285715,1814.357142857143,1027.5357142857142,10.642857142857142,8.992857142857144,2.2714285714285714,-7.8,0.0
42,강원도,2020-02-12,210780.102,2020.0,2.0,5.585714285714286,2.257142857142857,449.35714285714283,8.435714285714285,1381.0,4.4071428571428575,197.14285714285714,1145.0,2.4,199.28571428571428,1229.9285714285713,0.6571428571428571,559.9285714285714,182.14285714285714,1.157142857142857,43.42857142857143,473.35714285714283,76.0,6.935714285714285,991.6285714285714,1025.4285714285713,2.5,1012.7785714285714,1870.5714285714287,1017.657142857143,10.7,0.16428571428571428,3.2142857142857144,-1.0214285714285716,5.5928571428571425
43,강원도,2020-02-13,1061223.029,2020.0,2.0,7.5928571428571425,2.585714285714286,1831.857142857143,13.107142857142858,1463.2142857142858,6.964285714285714,237.85714285714286,1229.2857142857142,4.15,247.14285714285714,1238.142857142857,1.5642857142857143,1342.857142857143,222.85714285714286,3.257142857142857,47.714285714285715,1463.642857142857,77.42857142857143,7.821428571428571,991.85,1021.1,2302.8571428571427,1013.657142857143,8.785714285714286,1017.6928571428572,10.714285714285714,7.057142857142857,6.178571428571429,-1.9357142857142857,0.0642857142857143
44,강원도,2020-02-14,1097168.39,2020.0,2.0,6.585714285714286,1.9000000000000001,558.9285714285714,14.057142857142859,1469.2857142857142,4.6000000000000005,218.57142857142858,1334.642857142857,2.914285714285714,225.71428571428572,1365.2142857142858,1.0285714285714287,882.9285714285714,205.71428571428572,1.8499999999999999,38.285714285714285,1385.2857142857142,75.3,7.1,995.2571428571429,1025.0285714285715,2296.1428571428573,1018.0142857142857,1203.642857142857,1021.3071428571428,10.764285714285714,6.9071428571428575,5.914285714285714,-1.8142857142857143,0.0
45,강원도,2020-02-15,778350.976,2020.0,2.0,7.928571428571429,1.9928571428571427,1103.142857142857,14.37857142857143,1342.0714285714287,7.285714285714286,184.28571428571428,1715.7857142857142,4.6571428571428575,160.71428571428572,1665.357142857143,1.5857142857142856,1378.0,155.71428571428572,3.8000000000000003,50.42857142857143,1234.857142857143,78.14999999999999,8.128571428571428,993.1714285714286,1025.2142857142858,84.64285714285714,1012.7785714285714,2355.9285714285716,1019.0,10.8,4.414285714285714,6.107142857142857,-1.0642857142857145,0.7142857142857143
46,강원도,2020-02-16,376098.68,2020.0,2.0,0.6785714285714286,-3.835714285714286,2357.0,6.45,276.85714285714283,12.414285714285715,235.0,1327.0,7.057142857142857,225.71428571428572,1315.142857142857,3.1214285714285714,2701.4285714285716,235.0,-3.15,57.07142857142857,1845.7142857142858,77.32142857142857,5.1571428571428575,984.2857142857143,1014.8714285714286,1655.5,1007.5142857142857,732.8571428571429,1010.6142857142858,10.821428571428571,2.4285714285714284,3.435714285714286,-4.507142857142857,8.6
47,강원도,2020-02-17,583872.379,2020.0,2.0,-4.942857142857143,-6.892857142857143,2312.3571428571427,-2.6571428571428575,1139.142857142857,10.264285714285714,235.71428571428572,969.8571428571429,5.742857142857143,235.71428571428572,1014.4285714285714,3.1142857142857143,2689.4285714285716,227.85714285714286,-11.428571428571429,48.214285714285715,1308.4285714285713,61.942857142857136,2.5928571428571425,988.4499999999999,1020.9714285714286,2361.214285714286,1012.8142857142857,880.2142857142857,1015.5357142857143,10.885714285714286,4.085714285714286,0.31428571428571433,-7.807142857142857,0.21428571428571427
48,강원도,2020-02-18,1159277.638,2020.0,2.0,-3.45,-9.057142857142857,669.5714285714286,2.607142857142857,1579.2857142857142,7.142857142857143,257.85714285714283,989.7857142857143,4.285714285714286,233.57142857142858,993.9285714285714,1.8571428571428572,1609.2857142857142,229.28571428571428,-11.771428571428572,32.5,1450.5,55.521428571428565,2.5357142857142856,998.4428571428572,1028.3071428571427,2340.714285714286,1020.9642857142857,1.9285714285714286,1025.6357142857144,10.9,9.528571428571428,0.7285714285714286,-11.299999999999999,0.0
49,강원도,2020-02-19,1293139.155,2020.0,2.0,0.33571428571428574,-6.007142857142857,598.2857142857143,6.878571428571428,1484.0,5.892857142857143,236.42857142857142,1051.357142857143,3.442857142857143,237.85714285714286,1058.0714285714287,1.292857142857143,1110.642857142857,213.57142857142858,-7.614285714285714,32.42857142857143,1277.0,59.121428571428574,3.5357142857142856,1002.8071428571428,1031.55,1368.2857142857142,1026.9,1065.642857142857,1029.6285714285714,10.942857142857141,9.242857142857144,1.8214285714285714,-8.992857142857144,0.0
