,title,link,description,bloggername,bloggerlink,postdate
10,"학동역 카페 / <b>이디야</b> 커피 랩, 스페셜티 커피를 만날 수 있는... ",https://blog.naver.com/bright_kwon?Redirect=Log&logNo=222817183664,"<b>이디야</b> 커피랩, <b>이디야</b>에서 만나는 스페셜티 커피, 베이커리 카페 (학동역 카페) <b>이디야</b> 커피랩은 <b>이디야</b> 본사에 위치하고 있다. 1, 2층을 대형 베이커리 카페로 만들었는데, 일반적인 <b>이디야</b>와는 다른 메뉴와... ","★ 이상하고 멋진 나라의 리뷰어, 앨리스 :)",https://blog.naver.com/bright_kwon,20220718
11,부산 민락수변공원 산책 후 <b>이디야</b> 음료 한잔 호로록~^^,https://blog.naver.com/051002hsb?Redirect=Log&logNo=222838497432,부산 묵은 사진 방출 2탄 민락수변공원 산책 &amp; <b>이디야</b> 방문 묵히기 아까운 추억을 핑계로 또다시 오래된... 발견한 <b>이디야</b>!! 얼마나 반갑던지 시설이고 뭐고 따질새도 없이 무작정 궈궈했어요 근데 입구 앞에... ,be true,https://blog.naver.com/051002hsb,20220803
12,[창원돌돌e컵] 사용후기 / 어플사용방법 / <b>이디야</b>커피창원상남... ,https://blog.naver.com/fordai?Redirect=Log&logNo=222815742773,현재) 상남동 : 유동커피 창원상남점 / 카페코지 창원상남점 / 커피마마퀸 창원상남점 / 카페051 상남분수점 / 드롭탑 창원상남점 / <b>이디야</b>커피 창원상남햇살점 / <b>이디야</b>커피 창원상남중앙점 / 더벤티... ,오늘과 내일 사이,https://blog.naver.com/fordai,20220717
13,춘천 카페 소양강 <b>이디야</b> @ 내가 알던 <b>이디야</b>가 아님,https://blog.naver.com/yunamaro?Redirect=Log&logNo=222796351500,"춘천카페 <b>이디야</b> 소양강점 며칠 전 춘천에 짧게 나들이를 다녀왔는데요! 춘천에 나름 오랜시간 거주를... 춘천까지 와서 웬 <b>이디야</b>냐,,하겠지만 (저도 그랬어요..ㅎㅎㅎㅎㅎㅎㅎㅎ) 춘천 사는 친구가 추천해준... ",오늘의 여행♩,https://blog.naver.com/yunamaro,20220701
14,내돈내산! 컴포즈/더벤티/하삼동/빽다방/<b>이디야</b> &quot;아샷추&quot; 비교,https://blog.naver.com/gojeeny?Redirect=Log&logNo=222819502918,<b>이디야</b> 가격 3000원 (아샷추라는 메뉴는 따로없고 복숭아 아이스티에 샷추가 500원하면 됨) 여기는 아이스티가 2500원이라서 500원 추가해서 3000원임! 맛 ❤️❤️❤️❤️ 검색해봤을때 <b>이디야</b>커피 아샷추가... ,"창원소품샵&카페, 아임파인땡큐",https://blog.naver.com/gojeeny,20220719
15,[대구/<b>이디야</b>연경점] 공부하기 좋은 카페 <b>이디야</b>연경점에... ,https://blog.naver.com/lady621?Redirect=Log&logNo=222786896784,"이번주 수요일에(22일) 티데이 <b>이디야</b>음료 할인을 해서 <b>이디야</b>에 들렀어요~ 수박주스, 토마토주스 50프로 할인이래서 저렴하게 음료마시면서 책보려고 방문했던 <b>이디야</b> (<b>이디야</b>앱에 가입을 하려는데 에러가... ",소소니의 기록 공간 ♬,https://blog.naver.com/lady621,20220624
16,논현동카페 <b>이디야</b>커피랩 새벽까지하는 강남대형카페,https://blog.naver.com/bazamss?Redirect=Log&logNo=222811216691,"강남 한복판 분위기좋은 대형카페 <b>이디야</b>커피의 고급버전 ‘논현동 <b>이디야</b>커피랩’ 서울 강남구 논현로 636 <b>이디야</b>빌딩 언주역 3번출구에서 289m 02-545-6467 주차기본 2시간 발렛 3,000원 추가 10분당 1,000원 월-일... ",빛나는 일상을 위해 :),https://blog.naver.com/bazamss,20220714
17,경기도 카페 수영장 아이와함께 당일 물놀이 양주 <b>이디야</b>,https://blog.naver.com/beany99?Redirect=Log&logNo=222801678591,집에서 10분거리에 물놀이장이 있다는건 행운이쥬~~ 경기도라 가능한 까페 수영장 물놀이하러 양주 <b>이디야</b> 회정중앙점으로 고고고고고고고곡~!! 주차장에서 본 <b>이디야</b> 수영장 주차를하고 카페쪽으로 가면 요런... ,설레이는오늘,https://blog.naver.com/beany99,20220706
18,춘천 전망좋은 카페 의암호강변이 보이는 <b>이디야</b>,https://blog.naver.com/liveadm?Redirect=Log&logNo=222834150671,보이길래 <b>이디야</b>에 갔는데 바로 앞 의암호 강변이 있어서 짧지만 힐링할 수 있었어요 <b>이디야</b> 춘천의암호점은 야외 정원이 있어서 좀더 특별한 시간을 보낼 수 있어요 아이들은 야외 정원을 이용할 수 없어서... ,영쓰와 은쓰 Story ~ ☆,https://blog.naver.com/liveadm,20220729
19,<b>이디야</b>커피에서 파는 루메나 미니 써쿨레이터 무선 충전 선풍기,https://blog.naver.com/kangho1999?Redirect=Log&logNo=222807905177,미니 선풍기라는데 <b>이디야</b>커피점에서 판매한다고 한다. 가격은 2만7천원이라고 하는것 같은데? 인터넷... <b>이디야</b>커피 로고가 딱! 물파스로 지워질것 같은데 굳이 지울필요가 있을까 싶다. 스타벅스 로고도 잘... ,ID:workerant,https://blog.naver.com/kangho1999,20220711
20,북한강 무료키즈카페 <b>이디야</b> 북한강점 아이랑,https://blog.naver.com/dony_zzang?Redirect=Log&logNo=222689507984,북한강 무료키즈카페 <b>이디야</b> 북한강점 아이랑 다녀왔어요~~ 요즘 날씨가 좋아서인지 북한강으로... 북한강 무료키즈카페가 있는 <b>이디야</b> 북한강점 찾아가봤어요. 아기가 있다면 아무래도 놀이방이 있으면 좀... ,돈블리네 소소한 일상 ♡,https://blog.naver.com/dony_zzang,20220402
21,콤부차 처음 마셔봄 - <b>이디야</b> 콤부차 청포도레몬,https://blog.naver.com/ortln2002?Redirect=Log&logNo=222798640892,프랜차이즈 카페 중에서 <b>이디야</b>를 애용한다. 그래서 <b>이디야</b> 앱도 다운 받아쓰고 있는데 가끔 할인 쿠폰이 생기고는 한다. 그런데 한 번도 사용해 본 적이 없다. 쓸 일이 없었다고 해야 하나 ㅋㅋㅋㅋㅋ 그러다... ,쏠작가의 쏠포토그래피,https://blog.naver.com/ortln2002,20220711
22,[강원도] 춘천 온의동 카페 - <b>이디야</b> 포레스트점,https://blog.naver.com/sunzzangv?Redirect=Log&logNo=222778716215,<b>이디야</b>커피 춘천 포레스트점 춘천엔 카페가 정말 많다. 그냥 춘천에 사니까 많다고 느낄 수 있지만 그중 특히 정말 놀랍다고 느끼는 건 <b>이디야</b>커피가 정말 여러 형태로 크고 넓고 좋다. 오늘 다녀온 곳은... ,"모든날, 그 작은 이야기",https://blog.naver.com/sunzzangv,20220618
23,경주국립박물관 <b>이디야</b> 커피,https://blog.naver.com/yunju1209?Redirect=Log&logNo=222800178329,<b>이디야</b> 커피 국립경주 박물관점 경북 경주시 일정로 186 2층 영업시간 평일 09:30-18:00 토일 09:30-19:00 정말... 박물관을 둘러본 후 아이들 땀 식히기 위해 <b>이디야</b> 커피에 들렀다 . 이번 경주 여행은 담이와 친구... ,MUSEMUSE,https://blog.naver.com/yunju1209,20220705
24,핸드드립커피/ <b>이디야</b> 핸드드립 커피 페르소나 블렌드,https://blog.naver.com/birthday7725?Redirect=Log&logNo=222793669694,이 카페인 프렌드에게서 며칠 전에 선물받은 '<b>이디야</b> 핸드드립 커피 페르소나 블렌드'는 드립백... 싶은 타이밍에 선물받은 <b>이디야</b> 핸드드립 커피. 평일 하루 한 봉씩 뜯고 있어 즐거운 한 주가 예약된 상태에요.... ,나의 하루와 고양이의 하루,https://blog.naver.com/birthday7725,20220629
25,<b>이디야</b> 민트 초콜릿 칩 플랫치노 &amp; 민트 초코 생크림 카스테라,https://blog.naver.com/heejunrice?Redirect=Log&logNo=222818658085,쉬는날에는 집 밖으로 어지간하면 안나가는 집순이인 제가 민초라면 움직이게 되더라고요 ㅋㅋㅋ 오늘은 <b>이디야</b> 민초 제품 리뷰를 해볼게요! 저저번달에 <b>이디야</b>에서 보라가 사준 민트 초콜릿 칩 플랫치노를... ,하고싶은거 다하고 살기,https://blog.naver.com/heejunrice,20220719
26,"원준이 엉덩이빵, <b>이디야</b> 망고눈꽃빙수, 파바 케이크",https://blog.naver.com/1chobits1?Redirect=Log&logNo=222838581765,"<b>이디야</b> 망고 눈꽃빙수 여름때면 한번씩 사먹는 <b>이디야</b> 망고 눈꽃빙수 아이스크림 추가해서 12,500원 이었던 것 같아요. 망고가 크고 많아서 좋음. 아이스크림 추가해야 양이 모자르지 않아요. 망고 시럽 얹어먹음... ",★ 빵떡꿀떡과 곰선비 이야기 ★,https://blog.naver.com/1chobits1,20220803
27,"<b>이디야</b> 베스트메뉴 토피넛라떼, 메이플 넛 브레드",https://blog.naver.com/sweatsj77?Redirect=Log&logNo=222801601908,오늘은 제가 자주 가는 <b>이디야</b>에서 베스트메뉴인 토피넛라떼와 메이플 넛 브레드까지 먹고 와서... <b>이디야</b>에서 무슨 메뉴를 가장 좋아하시나요!? 저는 <b>이디야</b>를 10번 가면 8번은 토피넛라떼를 마실 정도로... ,HAPPIEST STORY♡,https://blog.naver.com/sweatsj77,20220706
28,<b>이디야</b> 여수돌산우두리점_까르보나라 구운 주먹밥&amp;매콤 로제... ,https://blog.naver.com/eunam0617?Redirect=Log&logNo=222834140775,여수 돌산 세아네 과일&amp;카페 예약하고 대기하면서 <b>이디야</b> 돌산점을 다녀왔습니다! ▼▼▼<b>이디야</b> 여수돌산우두리점 주변 생과일빙수 전문점 다녀온 링크도 확인해주세여 &amp; 돌산으로 가는 길&amp;<b>이디야</b>... ,재교이의 먹부림 챱챱,https://blog.naver.com/eunam0617,20220729
29,"<b>이디야</b> 커피 디저트 추천, 꾸덕하고 깊은 맛 데블스초코케이크... ",https://blog.naver.com/artist_pj?Redirect=Log&logNo=222834831289,"#<b>이디야</b>커피 #<b>이디야</b>디저트 #데블스초코케이크 #데블스초코케이크칼로리 더 현대랑 IFC몰 세일 쇼핑 가기전에 들리는 <b>이디야</b> 커피, 한적하고 조용하고 사람도 없고 이럴 때는 블로깅이죠 ㅎㅎ <b>이디야</b>는 한 번도... ",studio,https://blog.naver.com/artist_pj,20220730
30,급순천행 저녁  순천호수공원 순천소코아 <b>이디야</b>추억,https://blog.naver.com/by7797?Redirect=Log&logNo=222816267386,"노래하는 분수도 간만에 춤추고 조용했던 호수공원이 버스킹으로 생기도 돌고.. 좀 걷다가 근처 <b>이디야</b>에서 간만에 커피한잔 .,한동안 커피끊었는데 오랜만에 마시니 꿀맛이구나~~ <b>이디야</b>추억?에 잠시 빠져본다~",지나의 보물창고,https://blog.naver.com/by7797,20220717
31,<b>이디야</b> 여름 메뉴 팥빙수 팥인절미 1인빙수,https://blog.naver.com/jseonggyun?Redirect=Log&logNo=222834159786,오늘은 <b>이디야</b>의 &lt;팥인절미 1인빙수&gt;를 소개하려고 하는데요. 사진 개수는 적어도 소개를 안 하기에는 너무 맛있게 먹고 와서 ㅋㅋㅋ 이런 메뉴도 있다 하고 간단히나마 소개해보려 합니다. <b>이디야</b> 커피... ,뽀동이의 유쾌한 정보공간~♬,https://blog.naver.com/jseonggyun,20220729
32,<b>이디야</b> 달고나라떼 당을 심하게 채우고 싶을 때,https://blog.naver.com/ohmok9531?Redirect=Log&logNo=222826503804,<b>이디야</b> 달고나라떼 당을 심하게 채우고 싶을 때 <b>이디야</b>가 주변에 많아서 가끔 들르게 되는데 이날은 아메리카노가 아닌 아주 달달한 메뉴를 선택했습니다. 이름만 들어도 달콤함이 느껴지는 달고나라떼입니다.... ,오목의 체험공간,https://blog.naver.com/ohmok9531,20220725
33,<b>이디야</b>커피랩 사과당근주스,https://blog.naver.com/yunji0203?Redirect=Log&logNo=222804647751,간만에 찾은 <b>이디야</b>커피랩 언주역 인근~ 역시나 손님이 많았는데 2층은 의외로 조용해서 찰칵 이 자리로... 기존 <b>이디야</b>와 메뉴가 다르다고 ㅜㅜ 프리미엄 라인이 추가로 있는 줄 알았지 메뉴가 다를줄이야... ,당신이 왜 날 사랑하지 않겠어,https://blog.naver.com/yunji0203,20220708
34,<b>이디야</b> 1인빙수 딸기피치요거놀라 사이즈 귀여워,https://blog.naver.com/dkfhadlclsrn?Redirect=Log&logNo=222811419328,보니 <b>이디야</b>에는 1인용 빙수가 있더라고요 물론 일반 빙수로 눈꽃빙수도 있고 맛보기로 1인빙수가 있는... 있는 <b>이디야</b>의 가판대ㅋㅋ 이렇게 많은 종류를 갖가지 팔줄은 몰랐는데 오랜만에 오니까 별걸 다 보네요... ,일치의 소소한 일상 블로그,https://blog.naver.com/dkfhadlclsrn,20220714
35,<b>이디야</b>커피 - 신상 수박주스/ 초코칩 머핀,https://blog.naver.com/dksork03?Redirect=Log&logNo=222770042998,&lt;&lt; 캐시워크 포인트도 쓸겸 <b>이디야</b>커피에 다녀왔다. &lt;&lt; 충남에서 나온 토마토와 수박을 이용한 주스가... #<b>이디야</b>커피 #<b>이디야</b>신메뉴 #<b>이디야</b>수박수즈 #<b>이디야</b>커피수박주스 #<b>이디야</b>커피초코칩머핀 #용정동... ,에너자이저를 등에 짊어지고 힘차게.,https://blog.naver.com/dksork03,20220612
36,가성비 좋은 커피를 먹고싶다면. <b>이디야</b> 남양주팔당한강점.,https://blog.naver.com/wantawake?Redirect=Log&logNo=222808020817,혼자 털래털래 다녀올 카페를 찾는중에 <b>이디야</b>를 발견하게 되었어요 ! <b>이디야</b>는 싸겠지 하면서 방문했던 남양주팔당한강점 <b>이디야</b> ! 소개해드릴게요 ! <b>이디야</b> 남양주팔당한강점 #<b>이디야</b>커피 #팔당카페... ,찬&apos;s매일,https://blog.naver.com/wantawake,20220712
37,<b>이디야</b> 자몽 플랫치노 가격 3800원,https://blog.naver.com/mywholoveme?Redirect=Log&logNo=222755601018,#<b>이디야</b> #<b>이디야</b>커피 #<b>이디야</b>1인빙수 #<b>이디야</b>자몽플랫치노 안녕하세요. 띠아모입니다. 선거는 잘 하셨나요? 이번달에는 선거날과 현충일이 평일에 있다보니 아이가 유치원을 가지 않는 날이 두번이나 있네요... ,『 Ti-amo 』하루하루 소중해,https://blog.naver.com/mywholoveme,20220602
38,<b>이디야</b> 커피&lt;촬영소사거리점&gt;동대문구 장안동:민트 초코... ,https://blog.naver.com/flagbox?Redirect=Log&logNo=222813021662,"<b>이디야</b> 촬영소사거리점은 장안동의 병원이 많은 곳에 위치하고 있어, 오전에 방문해도 매장 안에는 손님들이 제법 있습니다 <b>이디야</b> 커피를 좋아하여 전에는 많이 다녔어요 하지만 빽다방이나 컴포즈 커피가... ",▲●애플●▲,https://blog.naver.com/flagbox,20220718
39,<b>이디야</b> 커피 팥 인절미 딸기 망고 빙수,https://blog.naver.com/samulchung?Redirect=Log&logNo=222836814036,오늘은 <b>이디야</b> 팥빙수를 리뷰해 보겠습니다 뭔가 여름휴가 관련 포스터가 있네요 궁금하시면 한번... ㅎㅎ #쉼터 #팥 #망고 #과일 #녹차 #인절미 #스노우 #연유 #이디아 #<b>이디야</b> #커피 #빙수 #딸기 #가성비 #여름... ,청연 토탈 홈 케어 서비스,https://blog.naver.com/samulchung,20220801
40,군포시카페) <b>이디야</b>커피에서 딸기치즈 빙수 먹고 왔어요.,https://blog.naver.com/withbicycle?Redirect=Log&logNo=222779742778,이런 입간판을 발견하고 발을 멈추고 <b>이디야</b>커피 매장 안으로 아이들과 안으로 입장완료 크크크. ‼️ 저희 동네에 새로 생긴 <b>이디야</b>커피 매장 안입니다. 전에 무한리필 고기집이라서 크기가 작지 않은 공간에... ,아이들과 일상 캠핑 휴양림 투어. 그리고 행복한 인생,https://blog.naver.com/withbicycle,20220619
41,<b>이디야</b> 수박주스 팥인절미 1인 빙수,https://blog.naver.com/rira8989?Redirect=Log&logNo=222824273634,얼마전 메가커피 수박주스 포스팅을 했는데 이웃님께서 <b>이디야</b> 수박주스가 맛있다고 하셔서 이번엔 <b>이디야</b>껄로 먹어봤어요 ㅎㅎ 제가 평소에 팥빙수도 좋아하는데 팥인절미 1인 빙수도 있길래 여름에 잘... ,리라리:)언제나 변함없이,https://blog.naver.com/rira8989,20220722
42,집에서 먹는 홈카페 <b>이디야</b> 비니스트 오리지널,https://blog.naver.com/kpi0320?Redirect=Log&logNo=222776046106,사무실이나 집에서 대표적으로 많이 보이는게 카누랑 <b>이디야</b> 루나 커피인데요 저는 <b>이디야</b> 비니스트 오리지널을 가져왔어요 1박스에 130개로 저는 2박스가 한묶음인 제품을 시켰습니다. 260개 맞죠잉! 저는... ,히뽀의 궁금증 해결하기,https://blog.naver.com/kpi0320,20220625
43,<b>이디야</b>커피 신메뉴! (<b>이디야</b> 동해천곡점),https://blog.naver.com/needu0511?Redirect=Log&logNo=222757090973,"그날 갔던 <b>이디야</b>커피 리뷰 입니다. <b>이디야</b> 동해천곡점은 천장이 노옵고~ , 공간이 넓어서! 그래서 속이 씨원해서 ! 잘 간답니다. 뷰는 사실 뭐 없어요 . 차 씽씽 다니는 씨티뷰 :) 카페 규모랑 안어울리게... ",벚꽃처럼,https://blog.naver.com/needu0511,20220602
44,<b>이디야</b> X 단미 와플메이커 사용 후기,https://blog.naver.com/okuimasami?Redirect=Log&logNo=222802590313,<b>이디야</b> X 단미 와플메이커 사용 후기 안녕하세요! 몽토예요. 귀가하는 길 버스를 기다리는데 강한... 마침 동생이 <b>이디야</b>커피 X 단미 와플메이커를 사용하자고 해서 저번에 구매해 온 와플 믹스 반죽을 해... ,몽토의 내일도 꿀맛,https://blog.naver.com/okuimasami,20220706
45,<b>이디야</b> 토피넛라떼 아메리카노 생크림와플 화이트 초콜릿,https://blog.naver.com/k36361?Redirect=Log&logNo=222813718223,"이번에는 <b>이디야</b>의 토피넛라떼, 아메리카노, 생크림와플, 화이트 초콜릿 후기입니다. 1. ICED 토피 넛... <b>이디야</b> 토피 넛 라떼에 에스프레소 샷을 추가해서 많이 마신다고 해서 저도 샷 하나를 추가했는데요... ",브리즈 블로그,https://blog.naver.com/k36361,20220716
46,[춘천] <b>이디야</b>가 이렇게 이뻐도... 통나무집 닭갈비 옆 <b>이디야</b> 후기,https://blog.naver.com/dbsgml616?Redirect=Log&logNo=222792834800,<b>이디야</b> 춘천소양강점 가봤던 <b>이디야</b> 중 제일 이뻤던 장소 끝나지 않은 춘천 여행 포스팅... 프랜차이즈 카페라 올릴까 말까 고민했지만 너무 이뻐서 안 올릴 수가 없었어요 이곳은 통나무집 닭갈비를 먹기... ,즐거운 여행 중인 뇨니,https://blog.naver.com/dbsgml616,20220629
47,<b>이디야</b> 카페 춘천 포레스트점,https://blog.naver.com/hyun85426?Redirect=Log&logNo=222802705321,"<b>이디야</b>가 이렇게 고급스럽고 예쁠 일인가,ㅎㅎ 싶었던_ <b>이디야</b>커피의 대변신, 춘천 포레스트점이에요 :) 숲 속에 산장느낌의 건물 외관, 앞에 주차장도 제법 널찍했고요 :) 내부를 통해 밖으로 나오면, 인조잔디에... ","너와 나의, 공간",https://blog.naver.com/hyun85426,20220706
48,"비알레띠 모카포트, 홈카페 라떼 만드는 방법 : <b>이디야</b>... ",https://blog.naver.com/insung1214?Redirect=Log&logNo=222832313896,"걸어가면 <b>이디야</b>커피 매장이 있는데, 더워서.. 귀찮네요? 집에서 직접 만듭니다. 특별히 오늘 아침엔... 바라만 봐도 기분이 좋아지는게 집에서 만드는 라떼는 제 기준에서 <b>이디야</b>, 투썸 보다도 맛있습니다.... ",코리아 롱비치 14,https://blog.naver.com/insung1214,20220728
49,[와글잡담] <b>이디야</b>x단미 와플메이커_파스텔핑크,https://blog.naver.com/pongponglove?Redirect=Log&logNo=222792484207,"찾다가 <b>이디야</b>x단미 콜라보 와플메이커 발견! 샌드위치 플레이트도 필요해서 그냥 단미로 살까 했는데 이미 <b>이디야</b> 와플메이커에 꽂힘 15잔 커피를 마시고 겟 하느냐..1만원 이상 구매하고 25,900원에 사느냐..... ",꾸기덩이의 달그라락,https://blog.naver.com/pongponglove,20220628
50,<b>이디야</b> 콤부차와 함께 청량한 여름을!!! ✨ (feat. 룰루레몬... ,https://blog.naver.com/ediya-coffee?Redirect=Log&logNo=222804623624,<b>이디야</b>와 함께 찾으러 가보자구요! 톡! 쏘는 청량한 여름의 맛! 여름에 가장 인기 있는 음료는 시원한... 콤부차는 <b>이디야</b>의 대표 음료 중 하나인데요. 특히 더운 여름에 폭발적인 인기를 끌고 있습니다.... ,이디야커피 공식 블로그,https://blog.naver.com/ediya-coffee,20220711
51,고잔역 카페 <b>이디야</b> (feat.반가운 제비),https://blog.naver.com/ruddks2415?Redirect=Log&logNo=222767353833,오늘은 고잔역 근처에 있는 카페중에 <b>이디야</b>커피를 방문했어요. 고잔역 근처에는 직장인들이 많이다니고 지하철타고 출퇴근하는 유동인구때문인지 몰라도 카페들이 좀 많은편같아요. <b>이디야</b> 고잔역점 Bambi... ,Bambi’s happyhouse❤️,https://blog.naver.com/ruddks2415,20220610
52,<b>이디야</b> 신메뉴 생과일 수박 주스 직접 마셔본 후기,https://blog.naver.com/soqls0321?Redirect=Log&logNo=222770754135,"<b>이디야</b> 신메뉴 생과일 수박 주스 직접 마셔본 후기 요즘 생과일 주스 찾는 분들 많으시죠? 더운... 텐데요, <b>이디야</b>에서 생과일 수박 주스가 신메뉴로 출시되었다고 해서 직접 내돈내산으로 마셔봤습니다.... ",요이삔것의 즐거운 일상,https://blog.naver.com/soqls0321,20220613
53,[대흥]<b>이디야</b> 크림샷라떼,https://blog.naver.com/maybe8212?Redirect=Log&logNo=222746459230,"2022.5.25 대흥 <b>이디야</b> 크림샷라떼 지나가다 <b>이디야</b>에 신메뉴로 크림샷라떼가 나왔다고 붙어있는 포스터 보고 궁금해서 먹어봤어요. 근데, 이 메뉴가 시즌메뉴여서 첨에 간 <b>이디야</b>에서는 품절이라고 했어요.... ",가끔은 꿈을 꾼다.,https://blog.naver.com/maybe8212,20220525
54,진천동 조용한카페 <b>이디야</b>커피 크로와상 존맛탱,https://blog.naver.com/theshine2015?Redirect=Log&logNo=222758718709,진천동 카페 '<b>이디야</b>커피' 친구랑 소고기 먹고 2차로 커피에 디저트는 먹어야지 하면서 근처로 찾다보니 진천동 조용한카페 <b>이디야</b>커피가 보이더라구요 바로 들어감 ! 저는 <b>이디야</b> 커피를 주로 가는건 아니라서... ,안녕하세요 온-오프 카케어 카짐입니다. : ),https://blog.naver.com/theshine2015,20220606
55,[EDIYA/<b>이디야</b>] 비니스트 디카페인 아메리카노,https://blog.naver.com/kirara1120?Redirect=Log&logNo=222815966699,"<b>이디야</b>] 비니스트 디카페인 아메리카노 (4,500원) 선물로 받은 <b>이디야</b> 신제품 '디카페인 아메리카노' 커피를 줄여보기 위해서 차를 마시고 있는데 그래도 커피가 너무 생각날때는 디카페인 커피가 최고같다.... ",입안행복 칸타빌레,https://blog.naver.com/kirara1120,20220717
