statusCode,statusMessage,userId,facilityId,addressName,itemCode
,,PF_0001291,PF_0001291_01,경상남도 산청군,80400.0
,,PF_0001295,PF_0001295_01,경상북도 성주군,80200.0
,,PF_0001296,PF_0001296_01,전라남도 무안군,inf
,,PF_0001297,PF_0001297_01,전라남도 무안군,inf
,,PF_0001298,PF_0001298_01,전라북도 김제시,132600.0
,,PF_0001299,PF_0001299_01,전라남도 화순군,132600.0
,,PF_0001300,PF_0001300_01,전라남도 담양군,80400.0
,,PF_0001301,PF_0001301_01,전라남도 강진군,80400.0
,,PF_0001302,PF_0001302_01,전라남도 화순군,80400.0
,,PF_0001303,PF_0001303_01,전라남도 화순군,80400.0
,,PF_0001306,PF_0001306_01,전라남도 장성군,80400.0
,,PF_0001307,PF_0001307_01,충청남도 예산군,80400.0
,,PF_0001310,PF_0001310_01,경상남도 의령군,413000.0
,,PF_0001314,PF_0001314_01,충청남도 당진시,413000.0
,,PF_0001336,PF_0001336_01,전라남도 화순군,132600.0
,,PF_0001342,PF_0001342_01,경기도 용인시 처인구,230000.0
,,PF_0001377,PF_0001377_01,경상남도 의령군,413000.0
,,PF_0001378,PF_0001378_01,전라북도 군산시,413000.0
,,PF_0001382,PF_0001382_01,전라남도 화순군,80400.0
,,PF_0001393,PF_0001393_01,경상남도 진주시,132600.0
,,PF_0001394,PF_0001394_01,경상남도 진주시,132600.0
,,PF_0001395,PF_0001395_01,경상남도 진주시,132600.0
,,PF_0001396,PF_0001396_01,전라남도 강진군,80300.0
,,PF_0001399,PF_0001399_01,전라남도 영광군,132600.0
,,PF_0001400,PF_0001400_01,전라남도 영광군,132600.0
,,PF_0001401,PF_0001401_01,전라남도 영광군,132600.0
,,PF_0001402,PF_0001402_01,전라남도 화순군,80300.0
,,PF_0001403,PF_0001403_01,전라북도 남원시,132600.0
,,PF_0001404,PF_0001404_01,전라북도 남원시,132600.0
,,PF_0001405,PF_0001405_01,경상남도 사천시,80300.0
,,PF_0001406,PF_0001406_01,전라북도 장수군,80300.0
,,PF_0001407,PF_0001407_01,전라남도 화순군,80400.0
,,PF_0001408,PF_0001408_01,강원도 철원군,132600.0
,,PF_0001409,PF_0001409_01,경상남도 진주시,132600.0
,,PF_0001410,PF_0001410_01,경상남도 진주시,132600.0
,,PF_0001411,PF_0001411_01,전라북도 남원시,132600.0
,,PF_0001412,PF_0001412_01,전라남도 화순군,80300.0
,,PF_0001537,PF_0001537_01,제주특별자치도 제주시,413000.0
,,PF_0001542,PF_0001542_01,경기도 오산시,90100.0
,,PF_0001576,PF_0001576_01,충청북도 증평군,415000.0
,,PF_0001600,PF_0001600_01,경기도 용인시 처인구,230000.0
,,PF_0001637,PF_0001637_01,경상북도 상주시,90100.0
,,PF_0001644,PF_0001644_01,경상북도 상주시,90100.0
,,PF_0001665,PF_0001665_01,경상북도 상주시,90100.0
,,PF_0001719,PF_0001719_01,제주특별자치도 제주시,413000.0
,,PF_0001726,PF_0001726_01,충청남도 천안시 동남구,413000.0
,,PF_0001750,PF_0001750_01,충청북도 청주시 상당구,412200.0
,,PF_0001790,PF_0001790_01,경상북도 성주군,80200.0
,,PF_0002139,PF_0002139_01,충청남도 홍성군,80400.0
,,PF_0002154,PF_0002154_01,경기도 평택시,412200.0
,,PF_0002157,PF_0002157_01,충청남도 천안시,412200.0
,,PF_0002183,PF_0002183_01,제주특별자치도 제주시,413000.0
,,PF_0002284,PF_0002284_01,경상남도 사천시,80400.0
,,PF_0002285,PF_0002285_01,경상남도 산청군,80400.0
,,PF_0002286,PF_0002286_01,경상남도 산청군,80400.0
,,PF_0002287,PF_0002287_01,경상남도 산청군,80400.0
,,PF_0002288,PF_0002288_01,전라남도 보성군,80400.0
,,PF_0002289,PF_0002289_01,전라북도 김제시,80400.0
,,PF_0002290,PF_0002290_01,전라남도 보성군,80400.0
,,PF_0002291,PF_0002291_01,전라남도 보성군,80400.0
,,PF_0002292,PF_0002292_01,전라남도 보성군,80400.0
,,PF_0002293,PF_0002293_01,전라남도 보성군,80400.0
,,PF_0002294,PF_0002294_01,경상북도 성주군,80200.0
,,PF_0002295,PF_0002295_01,경상남도 창녕군,132600.0
,,PF_0002296,PF_0002296_01,전라북도 남원시,132600.0
,,PF_0002297,PF_0002297_01,전라남도 장성군,80400.0
,,PF_0002298,PF_0002298_01,경상남도 고성군,132600.0
,,PF_0002299,PF_0002299_01,경상남도 고성군,132600.0
,,PF_0002300,PF_0002300_01,경기도 용인시 처인구,230000.0
,,PF_0002301,PF_0002301_01,경기도 용인시 처인구,230000.0
,,PF_0002303,PF_0002303_01,전라남도 화순군,80400.0
,,PF_0002304,PF_0002304_01,전라남도 고흥군,80400.0
,,PF_0002305,PF_0002305_01,전라남도 화순군,80400.0
,,PF_0002321,PF_0002321_01,경기도 안성시,412200.0
,,PF_0002322,PF_0002322_01,전라북도 완주군,132600.0
,,PF_0002323,PF_0002323_01,경기도 안성시,412200.0
,,PF_0002381,PF_0002381_01,경상남도 밀양시,80400.0
,,PF_0002519,PF_0002519_01,전라북도 군산시,90300.0
,,PF_0002521,PF_0002521_01,전라북도 군산시,90300.0
,,PF_0002522,PF_0002522_01,전라북도 김제시,80400.0
,,PF_0002523,PF_0002523_01,전라북도 부안군,80400.0
,,PF_0002524,PF_0002524_01,전라북도 부안군,80400.0
,,PF_0002525,PF_0002525_01,전라북도 군산시,80300.0
,,PF_0002526,PF_0002526_01,전라남도 담양군,80300.0
,,PF_0002527,PF_0002527_01,전라북도 김제시,80300.0
,,PF_0002528,PF_0002528_01,전라남도 영암군,80300.0
,,PF_0002529,PF_0002529_01,전라남도 강진군,80300.0
,,PF_0002530,PF_0002530_01,전라북도 완주군,80400.0
,,PF_0002531,PF_0002531_01,전라남도 화순군,80300.0
,,PF_0002532,PF_0002532_01,전라북도 완주군,80300.0
,,PF_0002533,PF_0002533_01,전라남도 화순군,80300.0
,,PF_0002534,PF_0002534_01,전라남도 장성군,80400.0
,,PF_0002535,PF_0002535_01,경상남도 함안군,132600.0
,,PF_0002536,PF_0002536_01,경상남도 함안군,132600.0
,,PF_0002537,PF_0002537_01,경상남도 함안군,132600.0
,,PF_0002538,PF_0002538_01,경상남도 함안군,132600.0
,,PF_0002539,PF_0002539_01,경상남도 의령군,132600.0
,,PF_0002540,PF_0002540_01,경상남도 의령군,132600.0
,,PF_0002541,PF_0002541_01,경상남도 의령군,132600.0
,,PF_0002542,PF_0002542_01,경상북도 상주시,60300.0
,,PF_0002543,PF_0002543_01,경상북도 상주시,60300.0
,,PF_0002544,PF_0002544_01,경상북도 상주시,90100.0
,,PF_0002545,PF_0002545_01,경상북도 상주시,90100.0
,,PF_0002546,PF_0002546_01,경상북도 상주시,90100.0
,,PF_0002547,PF_0002547_01,전라북도 남원시,80300.0
,,PF_0002549,PF_0002549_01,전라남도 장성군,80400.0
,,PF_0002550,PF_0002550_01,경상북도 성주군,80200.0
,,PF_0002551,PF_0002551_01,경상남도 창원시,80300.0
,,PF_0002552,PF_0002552_01,충청남도 논산시,80400.0
,,PF_0002633,PF_0002633_01,전라남도 화순군,132600.0
,,PF_0002739,PF_0002739_01,강원도 태백시,100100.0
,,PF_0002740,PF_0002740_01,강원도 태백시,100100.0
,,PF_0002741,PF_0002741_01,강원도 태백시,100100.0
,,PF_0002742,PF_0002742_01,강원도 태백시,100100.0
,,PF_0002743,PF_0002743_01,강원도 태백시,100100.0
,,PF_0002744,PF_0002744_01,강원도 태백시,100100.0
,,PF_0002745,PF_0002745_01,전라남도 무안군,120100.0
,,PF_0002746,PF_0002746_01,강원도 태백시,100100.0
,,PF_0002747,PF_0002747_01,전라남도 무안군,120100.0
,,PF_0002748,PF_0002748_01,강원도 태백시,100100.0
,,PF_0002749,PF_0002749_01,전라남도 해남군,100100.0
,,PF_0002750,PF_0002750_01,강원도 태백시,100100.0
,,PF_0002751,PF_0002751_01,경상북도 안동시,120600.0
,,PF_0002752,PF_0002752_01,강원도 태백시,100100.0
,,PF_0002753,PF_0002753_01,전라남도 해남군,100100.0
,,PF_0002754,PF_0002754_01,경상북도 안동시,120600.0
,,PF_0002755,PF_0002755_01,경상북도 안동시,120600.0
,,PF_0002756,PF_0002756_01,전라남도 해남군,100100.0
,,PF_0002757,PF_0002757_01,전라남도 해남군,100100.0
,,PF_0002758,PF_0002758_01,전라남도 해남군,100100.0
,,PF_0002759,PF_0002759_01,경상북도 안동시,120600.0
,,PF_0002760,PF_0002760_01,전라남도 해남군,100100.0
,,PF_0002761,PF_0002761_01,경상북도 안동시,120600.0
,,PF_0002762,PF_0002762_01,전라남도 해남군,100100.0
,,PF_0002763,PF_0002763_01,전라북도 고창군,110100.0
,,PF_0002764,PF_0002764_01,전라남도 해남군,100100.0
,,PF_0002765,PF_0002765_01,경상북도 안동시,120600.0
,,PF_0002766,PF_0002766_01,전라남도 해남군,100100.0
,,PF_0002767,PF_0002767_01,경상북도 안동시,120600.0
,,PF_0002768,PF_0002768_01,전라북도 고창군,110100.0
,,PF_0002769,PF_0002769_01,전라남도 해남군,100100.0
,,PF_0002770,PF_0002770_01,전라남도 무안군,120100.0
,,PF_0002771,PF_0002771_01,전라남도 해남군,100100.0
,,PF_0002772,PF_0002772_01,전라북도 고창군,110100.0
,,PF_0002773,PF_0002773_01,전라남도 해남군,100100.0
,,PF_0002774,PF_0002774_01,전라남도 해남군,100100.0
,,PF_0002775,PF_0002775_01,전라북도 고창군,110100.0
,,PF_0002776,PF_0002776_01,전라남도 무안군,120100.0
,,PF_0002777,PF_0002777_01,전라북도 고창군,110100.0
,,PF_0002778,PF_0002778_01,전라남도 무안군,120100.0
,,PF_0002779,PF_0002779_01,전라북도 고창군,110100.0
,,PF_0002780,PF_0002780_01,전라남도 무안군,120100.0
,,PF_0002781,PF_0002781_01,전라북도 고창군,110100.0
,,PF_0002783,PF_0002783_01,전라북도 고창군,110100.0
,,PF_0002784,PF_0002784_01,전라남도 무안군,120100.0
,,PF_0002785,PF_0002785_01,전라남도 무안군,120100.0
,,PF_0002786,PF_0002786_01,전라북도 고창군,110100.0
,,PF_0002788,PF_0002788_01,전라북도 고창군,110100.0
,,PF_0002789,PF_0002789_01,전라남도 무안군,120100.0
,,PF_0002790,PF_0002790_01,전라남도 해남군,100100.0
,,PF_0002791,PF_0002791_01,전라남도 해남군,100100.0
,,PF_0002792,PF_0002792_01,전라남도 해남군,100100.0
,,PF_0002793,PF_0002793_01,전라남도 해남군,100100.0
,,PF_0002794,PF_0002794_01,전라남도 해남군,100100.0
,,PF_0002795,PF_0002795_01,경상북도 안동시,120600.0
,,PF_0002796,PF_0002796_01,경상북도 안동시,120600.0
,,PF_0002797,PF_0002797_01,경상북도 안동시,120600.0
,,PF_0002798,PF_0002798_01,경상북도 안동시,120600.0
,,PF_0002884,PF_0002884_01,광주광역시 광산구,80400.0
,,PF_0006001,PF_0006001_01,전라남도 무안군,65900.0
,,PF_0006003,PF_0006003_01,전라남도 무안군,65900.0
,,PF_0006004,PF_0006004_01,전라남도 순천시,90100.0
,,PF_0006005,PF_0006005_01,전라남도 보성군,80400.0
,,PF_0006006,PF_0006006_01,전라남도 보성군,80400.0
,,PF_0006007,PF_0006007_01,전라남도 순천시,90100.0
,,PF_0006008,PF_0006008_01,전라남도 보성군,80400.0
,,PF_0006009,PF_0006009_01,전라남도 보성군,80400.0
,,PF_0006010,PF_0006010_01,전라남도 보성군,80400.0
,,PF_0006011,PF_0006011_01,전라남도 보성군,80400.0
,,PF_0006012,PF_0006012_01,경기도 여주군,80400.0
,,PF_0006013,PF_0006013_01,경기도 여주군,90300.0
,,PF_0006014,PF_0006014_01,경기도 여주군,90200.0
,,PF_0006015,PF_0006015_01,경기도 여주군,90200.0
,,PF_0006017,PF_0006017_01,경상남도 밀양시,120500.0
,,PF_0006018,PF_0006018_01,경상남도 양산시,80400.0
,,PF_0006019,PF_0006019_01,충청북도 진천군,80400.0
,,PF_0006020,PF_0006020_01,충청북도 청주시,80400.0
,,PF_0006021,PF_0006021_01,충청북도 옥천군,80400.0
,,PF_0006022,PF_0006022_01,충청북도 옥천군,80400.0
,,PF_0006023,PF_0006023_01,충청남도 예산군,80300.0
,,PF_0006024,PF_0006024_01,충청남도 예산군,80300.0
,,PF_0006025,PF_0006025_01,충청남도 예산군,80300.0
,,PF_0006026,PF_0006026_01,경상북도 상주시,60300.0
,,PF_0006027,PF_0006027_01,경상북도 상주시,60300.0
,,PF_0006028,PF_0006028_01,경상북도 김천시,90100.0
,,PF_0006029,PF_0006029_01,경상북도 상주시,90100.0
,,PF_0006030,PF_0006030_01,경상북도 상주시,90100.0
,,PF_0006031,PF_0006031_01,경상북도 상주시,90100.0
,,PF_0006032,PF_0006032_01,경상북도 상주시,80400.0
,,PF_0006033,PF_0006033_01,경상북도 상주시,80400.0
,,PF_0006034,PF_0006034_01,경상북도 상주시,90100.0
,,PF_0006036,PF_0006036_01,경상북도 상주시,60300.0
,,PF_0006037,PF_0006037_01,경상북도 상주시,60300.0
,,PF_0006038,PF_0006038_01,경상북도 김천시,80400.0
,,PF_0006039,PF_0006039_01,경상북도 김천시,80400.0
,,PF_0006040,PF_0006040_01,충청남도 아산시,80400.0
,,PF_0006041,PF_0006041_01,경상남도 밀양시,120500.0
,,PF_0006042,PF_0006042_01,부산광역시 강서구,80300.0
,,PF_0006043,PF_0006043_01,부산광역시 강서구,80300.0
,,PF_0006044,PF_0006044_01,경상남도 고성군,80300.0
,,PF_0006045,PF_0006045_01,부산광역시 강서구,80300.0
,,PF_0006046,PF_0006046_01,전라북도 정읍시,80300.0
,,PF_0006047,PF_0006047_01,전라북도 정읍시,80300.0
,,PF_0006305,PF_0006305_01,경상북도 청도군,80400.0
,,PF_0006306,PF_0006306_01,경상북도 고령군,80400.0
,,PF_0006307,PF_0006307_01,경상북도 고령군,80400.0
,,PF_0006308,PF_0006308_01,경상북도 고령군,80400.0
,,PF_0006309,PF_0006309_01,경상북도 고령군,80400.0
,,PF_0006310,PF_0006310_01,경상북도 고령군,80400.0
,,PF_0006311,PF_0006311_01,경상북도 고령군,80400.0
,,PF_0006312,PF_0006312_01,경상북도 고령군,80400.0
,,PF_0006313,PF_0006313_01,경상북도 고령군,80400.0
,,PF_0006314,PF_0006314_01,경상북도 고령군,80400.0
,,PF_0006315,PF_0006315_01,경상북도 고령군,80400.0
,,PF_0006317,PF_0006317_01,경상북도 고령군,80400.0
,,PF_0006318,PF_0006318_01,경상북도 고령군,80400.0
,,PF_0006319,PF_0006319_01,경상북도 고령군,80400.0
,,PF_0006320,PF_0006320_01,경상북도 고령군,80400.0
,,PF_0006321,PF_0006321_01,경상북도 고령군,80400.0
,,PF_0006322,PF_0006322_01,경상북도 고령군,80400.0
,,PF_0006323,PF_0006323_01,경상북도 구미시,80400.0
,,PF_0006324,PF_0006324_01,경상북도 김천시,80400.0
,,PF_0006325,PF_0006325_01,경상북도 김천시,80400.0
,,PF_0006326,PF_0006326_01,경상북도 김천시,80400.0
,,PF_0006327,PF_0006327_01,경상북도 안동시,80400.0
,,PF_0006328,PF_0006328_01,경상북도 청도군,80400.0
,,PF_0006329,PF_0006329_01,경상북도 경주시,80400.0
,,PF_0006331,PF_0006331_01,충청남도 논산시,80400.0
,,PF_0006332,PF_0006332_01,충청남도 공주시,80400.0
,,PF_0006333,PF_0006333_01,충청남도 금산군,80400.0
,,PF_0006334,PF_0006334_01,충청남도 논산시,80400.0
,,PF_0006335,PF_0006335_01,충청남도 논산시,80400.0
,,PF_0006336,PF_0006336_01,충청남도 논산시,80400.0
,,PF_0006337,PF_0006337_01,충청남도 논산시,80400.0
,,PF_0006338,PF_0006338_01,충청남도 논산시,80400.0
,,PF_0006339,PF_0006339_01,충청남도 논산시,80400.0
,,PF_0006340,PF_0006340_01,전라북도 김제시,80400.0
,,PF_0006341,PF_0006341_01,전라북도 완주군,80400.0
,,PF_0006342,PF_0006342_01,전라북도 완주군,80400.0
,,PF_0006343,PF_0006343_01,전라북도 익산시,80400.0
,,PF_0006344,PF_0006344_01,전라북도 고창군,80400.0
,,PF_0006345,PF_0006345_01,전라북도 고창군,80400.0
,,PF_0006346,PF_0006346_01,전라북도 고창군,80400.0
,,PF_0006347,PF_0006347_01,전라북도 고창군,80400.0
,,PF_0006348,PF_0006348_01,전라남도 강진군,80400.0
,,PF_0006349,PF_0006349_01,전라남도 담양군,80400.0
,,PF_0006350,PF_0006350_01,전라남도 담양군,80400.0
,,PF_0006351,PF_0006351_01,전라남도 담양군,80400.0
,,PF_0006352,PF_0006352_01,전라남도 담양군,80400.0
,,PF_0006353,PF_0006353_01,전라남도 장성군,80400.0
,,PF_0006354,PF_0006354_01,전라남도 장성군,80400.0
,,PF_0006355,PF_0006355_01,전라남도 장성군,80400.0
,,PF_0006356,PF_0006356_01,경상남도 거창군,80400.0
,,PF_0006357,PF_0006357_01,경상남도 사천시,80400.0
,,PF_0006358,PF_0006358_01,경상남도 밀양시,80400.0
,,PF_0006359,PF_0006359_01,경상남도 진주시,80400.0
,,PF_0006360,PF_0006360_01,경상남도 진주시,80400.0
,,PF_0006361,PF_0006361_01,경상남도 하동군,80400.0
,,PF_0006362,PF_0006362_01,경상남도 하동군,80400.0
,,PF_0006363,PF_0006363_01,경상남도 합천군,80400.0
,,PF_0006364,PF_0006364_01,충청남도 논산시,80400.0
,,PF_0006365,PF_0006365_01,충청남도 논산시,80400.0
,,PF_0006366,PF_0006366_01,충청남도 논산시,80400.0
,,PF_0006367,PF_0006367_01,전라남도 곡성군,80400.0
,,PF_0006368,PF_0006368_01,전라남도 곡성군,80400.0
,,PF_0006369,PF_0006369_01,전라남도 곡성군,80400.0
,,PF_0006370,PF_0006370_01,전라북도 정읍시,80400.0
,,PF_0006401,PF_0006401_01,경상북도 고령군,80400.0
,,PF_0006402,PF_0006402_01,경상북도 김천시,60300.0
,,PF_0006403,PF_0006403_01,경상북도 칠곡군,80200.0
,,PF_0006404,PF_0006404_01,경상북도 경산시,80300.0
,,PF_0006405,PF_0006405_01,경상북도 칠곡군,80200.0
,,PF_0006406,PF_0006406_01,경상북도 칠곡군,80200.0
,,PF_0006407,PF_0006407_01,경상북도 칠곡군,80200.0
,,PF_0006408,PF_0006408_01,경상북도 성주군,80200.0
,,PF_0006409,PF_0006409_01,경상북도 성주군,80200.0
,,PF_0006410,PF_0006410_01,경상북도 성주군,80200.0
,,PF_0006411,PF_0006411_01,경상북도 칠곡군,60300.0
,,PF_0006412,PF_0006412_01,경상북도 칠곡군,80300.0
,,PF_0006413,PF_0006413_01,경상북도 고령군,80400.0
,,PF_0006414,PF_0006414_01,경상북도 칠곡군,80300.0
,,PF_0006415,PF_0006415_01,경상북도 칠곡군,80300.0
,,PF_0006602,PF_0006602_01,경기도 화성시,60300.0
,,PF_0006603,PF_0006603_01,경기도 화성시,60300.0
,,PF_0006604,PF_0006604_01,경기도 화성시,60300.0
,,PF_0006605,PF_0006605_01,경기도 화성시,60300.0
,,PF_0006606,PF_0006606_01,경기도 화성시,60300.0
,,PF_0006607,PF_0006607_01,경기도 화성시,60300.0
,,PF_0006608,PF_0006608_01,경기도 화성시,60300.0
,,PF_0006609,PF_0006609_01,경기도 화성시,60300.0
,,PF_0006610,PF_0006610_01,경기도 화성시,60300.0
,,PF_0006611,PF_0006611_01,경기도 화성시,60300.0
,,PF_0006612,PF_0006612_01,경기도 화성시,60300.0
,,PF_0006613,PF_0006613_01,경기도 화성시,60300.0
,,PF_0006614,PF_0006614_01,경기도 화성시,60300.0
,,PF_0006615,PF_0006615_01,경기도 화성시,60300.0
,,PF_0006616,PF_0006616_01,경기도 화성시,60300.0
,,PF_0006617,PF_0006617_01,경기도 화성시,60300.0
,,PF_0006618,PF_0006618_01,경기도 화성시,60300.0
,,PF_0006619,PF_0006619_01,경기도 화성시,60300.0
,,PF_0006620,PF_0006620_01,경기도 화성시,60300.0
