,title,link,image,author,discount,publisher,pubdate,isbn,description
10,데싸노트의 실전에서 통하는 머신러닝 (피처 엔지니어링 + TOP 10 알고리즘 +),https://search.shopping.naver.com/book/catalog/33295043625,https://shopping-phinf.pstatic.net/main_3329504/33295043625.20220709094615.jpg,권시현,30600,골든래빗(주),20220708,9791191905137,"★ 실전은 피처 엔지니어링이다
★ 뉴욕의 데이터 사이언티스트가 알려주는
★ 머신러닝 문제풀이 해법을 익혀라
이 책은 실무와 캐글 챌린지에도 통하는 10가지 각 알고리즘을 엄선해 머신러닝을 알려줍니다. 콜롬비아 대학교 대학원생 튜터로, 패스트캠퍼스 데이터분석 강사와 스터디 리더로 활동한 저자는 데이터 분석을 바탕으로 한 코딩에 집중할 때 학습 능률이 더 오르는 것을 발견했습니다. 그래서 각 알고리즘을 ‘기초 지식 ? 데이터 분석 ? 전처리 ? 모델링 평가 ? 알고리즘 깊이 이해하기’ 순서로 격파해나갑니다. 무엇보다 더 나은 성과를 얻는 핵심 기술인 데이터를 분석하고 처리하는 피처 엔지니어링에 공을 들였습니다. 이 책을 읽고 나면 독자 스스로가 데이터에 알맞은 문제풀이 해법을 고안할 수 있게 될 겁니다.

* 이 책은 객체지향 개념이 있는 프로그래밍 언어를 적어도 하나를 익힌 분을 대상으로 합니다. 파이썬은 1장에서 알려주므로 몰라도 됩니다."
11,"실전 자동머신러닝 (Azure, AWS와 GCP에서 구현하는 다양한 AutoML)",https://search.shopping.naver.com/book/catalog/32467365612,https://shopping-phinf.pstatic.net/main_3246736/32467365612.20220527053427.jpg,아드난 마수드,27000,에이콘출판,20220125,9791161756073,"자동 특성 공학, 모델 및 하이퍼파라미터 튜닝, 그래디언트 기반 접근법 등의 기본 기술을 살펴보고 다양한 오픈소스 툴을 사용해 자동머신러닝 기술을 구현하는 방법을 배운다. 구체적으로 애저(Azure), 아미존 웹 서비스(AWS), 구글 클라우드 플랫폼(GCP)을 포함한 3대 클라우드 서비스에서 자동머신러닝(AutoML)을 구현하는 다양한 방법을 설명한다. AutoML을 사용해 머신러닝 모델을 구축해 클라우드 AutoML 플랫폼의 기능을 살펴본다. 이 책을 마치면 정확하면서도 생산성을 높이고 상호 운용성을 허용하며 특징적인 엔지니어링 작업을 최소화하는 AutoML 모델을 구축하고 배포할 수 있을 것이다."
12,파이썬을 이용한 통계적 머신러닝 (제3판),https://search.shopping.naver.com/book/catalog/33002290624,https://shopping-phinf.pstatic.net/main_3300229/33002290624.20220622093926.jpg,박유성,32980,자유아카데미,20220615,9791158083649,"임의표본의 개념을 간단한 그림으로 설명한 후, 왜 특성변수(또는 독립변수)가 필요한지 그리고 무슨 역할을 하는지 등을 모형의 관점에서 살펴보고, 통계학의 검정 대신 머신러닝에서는 모형의 적합도와 특성변수의 기여도를 어떻게 평가하고 측정하는지를 논의하였다.

머신러닝 모형의 기본구조를 살펴본 후, 모형개선의 관점에서 통계적 머신러닝, 딥러닝, 강화학습의 특성을 비교하여 설명하고 이들 각각에 속한 모형들을 네 가지 모형군으로 재분류해서 각 모형군의 목적과 응용 분야를 논의하였다. 또한 데이터의 시각화와 데이터 자료분석 순서를 제공하였다."
13,나는 파이썬으로 머신러닝한다 1 (코알못을 위한 인공지능 순한맛),https://search.shopping.naver.com/book/catalog/32670924623,https://shopping-phinf.pstatic.net/main_3267092/32670924623.20220611092606.jpg,최정원^박지훈,9000,씨마스,20220607,9791156724841,"코딩을 알지 못해도 나는 한다!
코알못을 위한 인공지능 순한맛

처음 머신러닝을 공부하는 많은 사람들이 머신러닝을 학습하는 데 고충을 겪고 있습니다. 이러한 사람들의 고충을 한 권의 책으로 해결하기 위해 『나는 파이썬으로 머신러닝한다①』을 집필하기 시작했습니다. 어린 학생들에게 머신러닝을 가르쳤던 경험과 노하우를 이 책에 모두 녹여내어, 머신러닝에 관심 있는 사람이라면 남녀노소 초보자 누구나 쉽게 머신러닝을 이해할 수 있도록 핵심 이론을 중심으로 교재 내용을 구성하였습니다.
이 책은 Part 1과 Part 2로 구성되어 있습니다.
Part 1에서는 머신러닝 문제 해결을 위해 기본적으로 익혀 두어야 할 파이썬 기초 프로그래밍 문법과 머신러닝에 필요한 라이브러리에 대해 학습합니다. 기초 문법과 라이브러리가 머신러닝에서 어떻게 활용되는지 함께 설명하고 있기 때문에 Part 1 학습을 통해 머신러닝에 필요한 기초 지식들을 차곡차곡 쌓을 수 있습니다.
Part 2에서는 데이터 분석, 머신러닝, 딥러닝의 이해를 돕기 위한 개요를 학습하고, 이를 바탕으로 문제를 해결할 수 있는 다양한 주제의 기초 실습을 해 봅니다. 머신러닝을 처음 구현해 보는 것이므로 많은 사람이 어렵다고 느끼는 수학적 개념과 원리에 대한 설명을 과감하게 생략하였으며, 머신러닝 문제 해결 단계를 중심으로 실습을 구성하여 머신러닝의 기초를 탄탄하게 다지는 것은 물론 머신러닝의 핵심을 빠르게 이해할 수 있도록 하였습니다.
이 책을 읽고 학습한 사람이라면 인공지능에 대해 품고 있던 막연한 두려움과 부담감을 극복하고, 머신러닝의 장벽이 그다지 높지 않다는 자신감을 갖게 될 것입니다.
이 책을 통해 파이썬과 머신러닝의 기초를 다진 후, 좀 더 다양한 머신러닝 모델과 그 원리를 알고, 머신러닝 내공을 더욱 깊게 쌓고 싶은 독자들을 위해 『나는 파이썬으로 머신러닝한다②』도 준비하고 있습니다."
14,머신러닝,https://search.shopping.naver.com/book/catalog/32473300639,https://shopping-phinf.pstatic.net/main_3247330/32473300639.20220527093745.jpg,아라키 마사히로,13500,성안당,20190522,9788931588057,"배울 것 많은 머신러닝을 만화로 쉽게 학습할 수 있다!
《만화로 쉽게 배우는 머신러닝》

이 책은 발전 가능성이 무궁무진할 것으로 기대되는 인공지능 분야의 하나인 머신러닝에 대해서 기초 지식부터 머신러닝의 하나인 심층학습의 기초 지식까지 만화로 배울 수 있습니다. 특히 머신러닝 방법 중에서 대표적인 예를 몇 가지 들어, 그 개요를 쉽게 해설했습니다. 
대상 독자는 머신러닝을 처음 접하는 초보자로, 대학 초년생 정도의 수학 지식이 필요합니다. 만약 수식이 생소하다면 각 장의 마지막에 있는 수학적 배경을 설명한 부분을 참고하면서, 수식이 어떠한 목적으로 표현되어 있는지 막연하게나마 파악해도 도움이 될 겁니다.
이 책은 문제 설정이 처음에 나오고, 그 문제를 해결하는 수단으로서 각각의 머신러닝 방법이 설명되어 있습니다.

시청을 무대로 흥미로운 전개가 눈길을 끈다
이 책은 시청을 무대로 일어나는 일을 회귀(이벤트의 실행), 분류1(검진), 평가(머신러닝을 배운 결과의 확인), 분류2(농산물의 크기 특정 등), 비지도 학습(행정 서비스)이라는 흐름으로 이야기를 즐기면서 머신러닝을  배울 수 있습니다.

이런 분들에게 추천합니다
ㆍ 머신러닝 초보자
ㆍ 문과 계열 SE에서 머신러닝 프로그래밍이 필요한 사람
ㆍ 소프트웨어 기술자ㆍ소프트웨어 개발업 관리자 등
ㆍ 이과 학부 1~2년차"
15,아두이노를 위한 머신러닝,https://search.shopping.naver.com/book/catalog/32463428835,https://shopping-phinf.pstatic.net/main_3246342/32463428835.20220527062600.jpg,황희수,18810,홍릉,20220225,9791156009542,"『아두이노를 위한 머신러닝』은 컴퓨터공학의 머신러닝에 대해 다룬 도서이며 〈파이썬〉, 〈머신러닝〉 등을 수록하고 있어 기초적이고 전반적인 내용을 확인하실 수 있습니다."
16,"머신러닝 실무 프로젝트 (실전에 필요한 MLOps, 머신러닝 모델 검증, 슬롯머신 알고리즘, 온라인 광고에서의 머신러닝, 2판)",https://search.shopping.naver.com/book/catalog/32480517678,https://shopping-phinf.pstatic.net/main_3248051/32480517678.20220527055321.jpg,아리가 미치아키^나카야마 신타^니시바야시 다카시,21600,한빛미디어,20220310,9791162245323,"어디서든 환영받는 ‘실무형 머신러닝’ 비법

온라인 강의, 책, 대학 연구만으로는 실제 비즈니스에 머신러닝을 어떻게 적용할 것인지, 어떤 경우에 머신러닝 기법과 데이터 분석 방법을 적용해야 하는지 알기 어렵다. 해결해야 하는 문제를 정의하고 시스템을 설계하는 방법 역시 배우기 쉽지 않다. 가설 수립, 탐색적 분석 수행 방법 등 저자들이 경험하고 학습했던 노하우를 아낌없이 담아냈다. 2판에서는 지속적인 학습을 위한 MLOps와 슬롯머신 알고리즘을 활용한 강화 학습 등의 내용도 추가했다. 실무에서 통하는 머신러닝을 구현하고 싶다면 이 책으로 갈증을 해소할 수 있을 것이다."
17,머신 러닝 (데이터를 이해하는 알고리즘의 예술과 과학),https://search.shopping.naver.com/book/catalog/32436272421,https://shopping-phinf.pstatic.net/main_3243627/32436272421.20220527052907.jpg,피터 플래치,29700,비제이퍼블릭,20160127,9791186697092,"실질적인 사례와 직관적인 이해를 돕는 그래픽 삽화로 구성한 머신 러닝 입문서!

데이터를 이해하는 알고리즘의 예술과 과학 [머신 러닝]. 머신 러닝은 정확한 작업을 성취할 수 있는 올바른 모델들을 구축하기 위해 올바른 특징들을 활용하는 것이다. 이 책은 논리적, 기하학적, 통계학적인 모델들의 광범위한 주제들을 포함하며, 행렬 인수분해와 ROC 곡선 분석 같은 최신 주제를 다루었다. 특히 머신 러닝에서 특징들이 수행하는 중심적 역할에 대해 주의를 기울여 설명했다."
18,머신러닝 알고리즘 마스터,https://search.shopping.naver.com/book/catalog/32490294687,https://shopping-phinf.pstatic.net/main_3249029/32490294687.20220527045010.jpg,Giuseppe Bonaccorso,54450,도서출판 홍릉(홍릉과학출판사),20220331,9791156009641,"『머신러닝 알고리즘 마스터』은 널리 사용되는 기계 학습 알고리즘을 구현하고 모델을 조정하며 작동 방식을 이해하는 전문가 기술을 담은 도서이며 〈머신러닝 모델 기초〉, 〈준지도 학습 소개〉, 〈고급 군집화와 비지도 모델〉 등을 수록하고 있다."
19,머신러닝 딥러닝,https://search.shopping.naver.com/book/catalog/32444436450,https://shopping-phinf.pstatic.net/main_3244443/32444436450.20220527080641.jpg,송정현,34200,형설미래교육원,20210917,9791186320914,"이 책은 머신러닝을 처음 시작하는 분들이 흥미를 잃지 않고 끝까지 학습하여 딥러닝으로 계속 학습을 이어갈 수 있도록 하는 것을 목표로 하고 있습니다.
이 책은 크게 3단계로 구성되어 있습니다.
첫 번째 단계는 머신러닝 학습을 위한 기반 지식을 학습하는 단계입니다. 머신러닝 모델을 구현하기 위해서는 기본적인 프로그래밍 스킬을 필요로 하기 때문에 핵심적인 기능들을 요약해서 빠르게 머신러닝으로 접근할 수 있도록 하였습니다.
두 번째 단계는 본격적인 머신러닝 학습 단계입니다. 머신러닝이 무엇인지 이해를 돕기 위해 수치 예측과 분류 예측 모델을 구현하는 실습 예제를 통해 직관적으로 이해할 수 있도록 하였습니다. 인공신경망이 발전해 온 과정을 초보자도 쉽게 이해할 수 있는 설명으로 오늘날 다층 인공신경망의 학습 원리를 명확히 이해할 수 있도록 하였습니다. 또한 안정적이고 빠르게 성공적인 모델을 학습시키기 위한 여러 가지 이론적 개념과 용어들은 도식화된 이미지를 사용하여 쉽게 이해할 수 있도록 하였습니다. 또한 통계학이나 미분과 같은 수학 지식이 부족한 분들도 수식이 의미하는 바가 무엇인지 이해하는데 어렵지 않도록 쉽게 풀어서 설명하였습니다.
세 번째 단계는 딥러닝 학습을 위한 기반 지식을 학습하는 단계입니다. 최근 일상생활에서 이 딥러닝 기술들을 쉽게 접하게 되면서 딥러닝 기술에 대한 관심도 그만큼 커지고 있습니다.
따라서 딥러닝 분야에서 최근 가장 활발하게 발전되고 있는 컴퓨터비전 분야와 자연어처리 분야에 대한 기반 지식을 학습할 수 있도록 하여 본인이 관심 있는 분야로 계속해서 학습을 이어나갈 수 있게 구성하였습니다.
머신러닝과 딥러닝 초보자분들께 이 책이 많은 도움이 되길 바라며 앞으로 더 흥미를 갖게 되어 좀 더 Deep하게 학습해 나가시길 바라겠습니다."
20,플로우가 보이는 머신러닝 프로젝트 (우아한 머신러닝을 위한 완벽한 데이터 분석 with 파이썬),https://search.shopping.naver.com/book/catalog/32596097618,https://shopping-phinf.pstatic.net/main_3259609/32596097618.20220530092724.jpg,임선집^채호창^곽랑주,28800,루비페이퍼,20220525,9791186710807,"내가 만든 머신러닝은 왜 항상 엉뚱한 결과가 나올까?

이 책은 머신러닝 프로젝트의 난이도를 초급, 중급, 고급으로 나누어 데이터 분석과 데이터 처리부터 머신러닝 실행까지 체계적으로 보여줍니다. 그리고 단계마다 제시하는 프로젝트 흐름도는 프로젝트 전체 과정 중에 어디를 실행 중인지, 해당 과정을 왜 해야 하는지를 이해하여 머신러닝을 바라보는 시야가 확 트이도록 도와줍니다."
21,으뜸 머신러닝,https://search.shopping.naver.com/book/catalog/32466774698,https://shopping-phinf.pstatic.net/main_3246677/32466774698.20220527041100.jpg,강영민,26100,생능출판,20210705,9788970504919,"이 책의 구성과 특징

한눈에 읽히는 하나의 주제
이 책의 모든 절은 책을 펼쳤을 때에 좌우의 두 페이지에 담을 수 있는 양으로 나뉘어 언제나 한눈에 하나의 주제를 전체적으로 파악할 수 있도록 하였습니다.

설명한 내용은 구현으로 완성
이 책은 교재와 자습서 모두로 사용될 수 있도록 이론 설명과 함께 따라할 수 있는 실습 코드가 늘 다음과 같이 코랩 환경에서 돌아가는 형태로 제공됩니다.

생각의 폭을 넓히기
보충 설명이 필요하거나, 알아두면 좋은 내용들은 본문의 흐름에 방해되지 않도록 잠깐이라는 이름의 상자에 담아 정리했습니다.

주제별 집중 실습 - LAB
필요할 때마다, 학습한 내용을 정리할 수 있는 집중적인 실습을 LAB으로 제공하고 있습니다. LAB은 아래와 같은 제목을 시작으로 별도로 정리된 절을 구성하는데, 이때는 페이지의 제한 없이 하나의 주제를 충분히 다룰 수 있는 완결된 실습이 되도록 했습니다.

미니 프로젝트로 응용 능력 높이기
책이 다루는 주제에 따라 적절한 시점에 미니 프로젝트를 제시하고 있습니다. 미니 프로젝트는 다소 도전적인 문제를 해결할 수 있도록 돕기 위해 만들어졌으며, 문제를 따라하면서 책에서 다룬 설명을 확인할 수 있을 뿐만 아니라, 다양한 문제로 이론을 응용하여 적용할 수 있는 능력을 키울 수 있을 것입니다. 때로는 까다롭고도 도전적인 주제를 다루고 있어 따라하고 개선하는 과제로 활용하면 좋을 것입니다.

소스코드와 데이터의 제공
이 책에 나오는 모든 소스 코드와 각종 데이터 파일은 저자의 github.com 사이트에서 다운받을 수 있습니다. github은 프로그램 개발자들이 소프트웨어의 버전을 관리하고 소스코드를 공유하는 협업서비스로, 이 책과 관련된 저자의 github 사이트는 다음과 같습니다.
https://github.com/dknife/ML
github의 사용법에 익숙한 독자라면 포크 기능을 사용해서 코드를 자신의 github에 복사하는 방법이 있으나, github의 사용법에 익숙하지 않다면 아래 그림과 같이 초록색 Code 메뉴를 누르면 펼쳐지는 팝업 메뉴에서 Download ZIP 메뉴를 선택하여 코드를 다운받을 수 있습니다.

학습 진도
이 책의 내용은 한 학기의 대학 강의로 진행하기에 적절한 규모로 전공 과정에서는 다음과 같은 진도와 과제로 머신러닝의 기본을 다질 수 있을 것입니다.
일부 과정이나, 개인별 자율학습에서 인공 신경망 중심으로 머신러닝을 이해하고 딥러닝으로 나아가길 원한다면 다음과 같은 진도를 권장합니다.

시각적 요약 제공
이 책의 마지막 부분에는 책이 다루는 주제를 시각적으로 요약한 Cheat Sheet가 제공됩니다. 이 부분만을 잘라서 머신러닝을 학습하는 동안 주요한 개념들을 확인하고 익숙해지는 용도로 어디든 지니고 다니면 유용할 것입니다."
22,"머신러닝 엔지니어링 (데이터 수집부터 특징 공학, 모델 평가, 배포, 유지보수까지)",https://search.shopping.naver.com/book/catalog/32466735645,https://shopping-phinf.pstatic.net/main_3246673/32466735645.20220527041904.jpg,안드리 부르코프,25200,제이펍,20211230,9791191600452,"데이터 수집부터 특징 공학, 모델 평가, 배포, 유지보수까지 
머신러닝 설루션 구축 모범 사례와 설계 패턴이 가득한 책!

11개 언어로 출판된 베스트셀러 《The Hundred-Page Machine Learning Book》의 저자 안드리 부르코프가 쓴 이 책은 현존하는 인공지능 서적 중 가장 완벽합니다. 확장할 수 있으며 신뢰할 수 있는 머신러닝 설루션을 구축하는 모범 사례와 설계 패턴으로 가득 차 있습니다. 가트너의 머신러닝 개발팀의 리더이기도 한 저자는 15년간 인공지능 관련 문제를 해결한 경험과 함께 업계 리더들의 출판 경험을 바탕으로 이 책을 집필하였습니다.
이 책의 대상 독자
? 머신러닝 엔지니어링을 공부하는 학생, 데이터 분석가
? 머신러닝 엔지니어 역할에 관심이 많은 데이터 분석가
? 자신의 업무 영역을 좀 더 다양한 분야로 넓히려는 머신러닝 엔지니어
? 머신러닝 엔지니어가 제공하는 모델을 다루는 소프트웨어 아키텍트"
23,스크래치로 배워보자! 머신러닝 (13가지 AI 프로젝트),https://search.shopping.naver.com/book/catalog/32466543522,https://shopping-phinf.pstatic.net/main_3246654/32466543522.20220527051509.jpg,데일 레인,25200,에이콘출판,20220422,9791161756387,"이 책은 저자 데일 레인의 두 아이가 인공지능을 쉽고 재미있게 익힐 수 있도록 ‘Machine Learning for Kids’ 학습 사이트를 개발해 직접 다양한 프로젝트를 해보며 쉽게 인공지능 개념과 원리를 익힐 수 있는 스크래치 기반 인공지능 프로그래밍 기법을 소개한다. 
또한 이미지 인식부터 텍스트 분석까지 다양한 분야에 활용할 수 있는 인공지능 기술을 소개하며 이에 따른 윤리적인 문제와 부작용까지 광범위한 인공지능 관련 주제까지 설명한다. 인공지능에 입문하려는 초보자는 다양한 프로젝트를 수행하면서 스크래치 기반 인공지능 프로그래밍을 익힐 수 있을 것이다. 코딩 교육을 받는 초중고 학생들부터 인공지능 코딩에 입문하려는 성인에게 충실한 수업 보조 교재 역할을 할 수 있을 것으로 기대한다."
